,month_start,year_start,date_start,fire_duration,incident_acres_burned,season_fall,season_spring,season_summer,season_winter
1490,10,2017,2017-10-11,90,58,1,0,0,0
1491,10,2017,2017-10-09,123,17357,1,0,0,0
1492,10,2017,2017-10-16,85,391,1,0,0,0
1493,10,2017,2017-10-17,84,50,1,0,0,0
1494,10,2017,2017-10-14,87,148,1,0,0,0
1495,10,2017,2017-10-12,89,183,1,0,0,0
1496,10,2017,2017-10-15,86,25,1,0,0,0
1497,10,2017,2017-10-09,92,0,1,0,0,0
1498,10,2017,2017-10-13,88,426,1,0,0,0
1499,10,2017,2017-10-14,87,100,1,0,0,0
1500,10,2019,2019-10-31,6,9999,1,0,0,0
1501,10,2017,2017-10-08,93,20,1,0,0,0
1502,10,2017,2017-10-08,124,8417,1,0,0,0
1503,10,2017,2017-10-08,124,51624,1,0,0,0
1504,10,2017,2017-10-08,124,36807,1,0,0,0
1505,10,2017,2017-10-08,124,56556,1,0,0,0
1506,10,2017,2017-10-08,93,0,1,0,0,0
1507,10,2017,2017-10-09,123,6151,1,0,0,0
1508,10,2019,2019-10-27,1,200,1,0,0,0
1509,10,2020,2020-10-26,12,13964,1,0,0,0
1510,10,2020,2020-10-26,14,0,1,0,0,0
1511,10,2020,2020-10-26,12,12466,1,0,0,0
1512,10,2020,2020-10-25,0,5,1,0,0,0
1513,10,2020,2020-10-23,2,61,1,0,0,0
1514,10,2020,2020-10-22,0,6,1,0,0,0
1515,10,2020,2020-10-18,3,15,1,0,0,0
1516,10,2020,2020-10-15,1,170,1,0,0,0
1517,10,2020,2020-10-13,2,21,1,0,0,0
1521,10,2017,2017-10-31,70,37,1,0,0,0
1523,10,2017,2017-10-09,92,45,1,0,0,0
1524,10,2017,2017-10-07,94,20,1,0,0,0
1525,10,2017,2017-10-09,92,130,1,0,0,0
1526,10,2017,2017-10-09,123,76,1,0,0,0
1527,10,2017,2017-10-08,124,9989,1,0,0,0
1528,10,2020,2020-10-03,1,20,1,0,0,0
1529,10,2017,2017-10-10,91,29,1,0,0,0
1530,10,2020,2020-10-07,0,56,1,0,0,0
1531,10,2020,2020-10-11,1,30,1,0,0,0
1532,10,2017,2017-10-08,124,36523,1,0,0,0
1533,10,2019,2019-10-28,8,745,1,0,0,0
1535,11,2017,2017-11-02,68,43,0,0,0,1
1536,11,2018,2018-11-15,50,150,0,0,0,1
1537,11,2018,2018-11-12,53,186,0,0,0,1
1538,11,2018,2018-11-16,49,10,0,0,0,1
1539,11,2018,2018-11-08,57,35,0,0,0,1
1545,11,2017,2017-11-13,57,370,0,0,0,1
1546,11,2017,2017-11-14,56,40,0,0,0,1
1547,11,2017,2017-11-25,45,47,0,0,0,1
1548,11,2017,2017-11-29,41,99,0,0,0,1
1553,11,2018,2018-11-13,52,147,0,0,0,1
1554,11,2018,2018-11-14,51,20,0,0,0,1
1555,11,2018,2018-11-29,36,0,0,0,0,1
1558,11,2020,2020-11-17,0,49,0,0,0,1
1559,11,2020,2020-11-06,1,131,0,0,0,1
1561,11,2019,2019-11-25,19,3126,0,0,0,1
1562,11,2018,2018-11-15,50,20,0,0,0,1
1563,11,2019,2019-11-03,11,2534,0,0,0,1
1564,11,2019,2019-11-05,1,75,0,0,0,1
1565,11,2018,2018-11-03,62,17,0,0,0,1
1566,11,2018,2018-11-08,17,153336,0,0,0,1
1567,11,2018,2018-11-05,60,60,0,0,0,1
1568,11,2018,2018-11-08,57,88,0,0,0,1
1569,11,2018,2018-11-08,57,1500,0,0,0,1
1570,11,2018,2018-11-08,57,4531,0,0,0,1
1571,11,2018,2018-11-08,57,96949,0,0,0,1
1572,11,2019,2019-11-01,0,19,0,0,0,1
1575,12,2017,2017-12-05,35,260,0,0,0,1
1576,12,2020,2020-12-03,0,24,0,0,0,1
1577,12,2017,2017-12-21,19,45,0,0,0,1
1578,12,2020,2020-12-02,8,6686,0,0,0,1
1579,12,2020,2020-12-01,11,1087,0,0,0,1
1580,12,2020,2020-12-02,1,0,0,0,0,1
1581,12,2017,2017-12-05,44,6049,0,0,0,1
1582,12,2017,2017-12-05,244,15619,0,0,0,1
1583,12,2017,2017-12-04,39,281893,0,0,0,1
1584,12,2017,2017-12-05,35,34,0,0,0,1
1585,12,2017,2017-12-04,36,40,0,0,0,1
1586,12,2017,2017-12-07,33,4100,0,0,0,1
1587,12,2017,2017-12-07,33,300,0,0,0,1
1588,12,2017,2017-12-13,27,19,0,0,0,1
1589,12,2017,2017-12-06,48,422,0,0,0,1
1590,12,2017,2017-12-16,24,14,0,0,0,1
1591,12,2017,2017-12-14,26,14,0,0,0,1
1592,12,2020,2020-12-07,1,174,0,0,0,1
1593,12,2020,2020-12-13,1,1933,0,0,0,1
